id,timestamp,amount,customer_id,transaction_city
1,1654473600000,4723,475,Valašská Bystřice
2,1654473600000,1722,249,Charlotte
3,1654473600000,3801,91,Chenfangji
4,1654473600000,3669,91,Kulonkali
5,1654473600000,9909,424,
6,1654473600000,3179,816,Ndwedwe
7,1654473600000,8154,568,Dehui
8,1654473600000,6172,620,Yanjiang
9,1654473600000,1483,803,
10,1654473600000,8674,794,Godziszów Pierwszy
11,1654473600000,1648,146,Bonao
12,1654473600000,5685,449,
13,1654473600000,6394,32,
14,1654473600000,5387,334,Langob
15,1654473600000,6123,29,
16,1654473600000,4818,530,
17,1654473600000,4276,435,Affery
18,1654473600000,4452,737,
19,1654473600000,2293,632,Vilarinho
20,1654473600000,1238,206,Nogueira do Cravo
21,1654473600000,8108,978,
22,1654473600000,2858,36,San Vicente
23,1654473600000,3639,132,Huangshi
24,1654473600000,2291,288,Rust’avi
25,1654473600000,6615,200,
26,1654473600000,7160,698,
27,1654473600000,5080,631,El Copé
28,1654473600000,3395,797,Montepuez
29,1654473600000,4363,465,Gislaved
30,1654473600000,4650,145,Kungsör
31,1654473600000,7717,555,
32,1654473600000,2317,308,Lidingö
33,1654473600000,5635,993,Mariestad
34,1654473600000,4085,194,Melgar
35,1654473600000,1838,871,Tsubame
36,1654473600000,1707,490,
37,1654473600000,2617,445,Muaraenim
38,1654473600000,5394,73,Sar-e Pul
39,1654473600000,6255,779,
40,1654473600000,9069,596,Ta’ Xbiex
41,1654473600000,2431,290,Bilicenii Vechi
42,1654473600000,6292,782,Czudec
43,1654473600000,9928,46,Tambillo
44,1654473600000,8360,117,Longtian
45,1654473600000,3420,745,
46,1654473600000,7224,134,Chōfugaoka
47,1654473600000,5496,532,Jarabacoa
48,1654473600000,8555,232,Sorochinsk
49,1654473600000,1460,487,Chwałowice
50,1654473600000,7416,424,Tingsryd
51,1654473600000,3756,536,Port Loko
52,1654473600000,6850,409,Las Piñas
53,1654473600000,7021,814,Sacramento
54,1654473600000,8592,966,Pruszków
55,1654473600000,9315,575,Sukamaju
56,1654473600000,1271,604,Timpas
57,1654473600000,2665,114,Huangben
58,1654473600000,2641,147,
59,1654473600000,5842,77,Ngunguru
60,1654473600000,4287,450,Gramoteino
61,1654473600000,3686,614,Klippan
62,1654473600000,2300,164,Xarsingma
63,1654473600000,9090,325,
64,1654473600000,4695,707,Proença-a-Nova
65,1654473600000,3037,217,Ghanzi
66,1654473600000,5161,751,Bandaran
67,1654473600000,4546,976,
68,1654473600000,8529,383,Waalwijk
69,1654473600000,9683,715,Netishyn
70,1654473600000,4124,777,Damasak
71,1654473600000,8936,489,Kushelevka
72,1654473600000,3927,613,
73,1654473600000,2212,272,Kotovs’k
74,1654473600000,9975,145,
75,1654473600000,8361,433,Tiyingtali Kelod
76,1654473600000,3120,949,
77,1654473600000,6516,874,Tiro
78,1654473600000,7337,883,
79,1654473600000,7958,653,Rates
80,1654473600000,8924,188,Qiaonan
81,1654473600000,9407,162,Tafí Viejo
82,1654473600000,4365,860,Hedong
83,1654473600000,9497,697,Chiquinquirá
84,1654473600000,1626,308,
85,1654473600000,3696,95,
86,1654473600000,2401,299,
87,1654473600000,6371,615,Vila Viçosa
88,1654473600000,4799,621,Kampong Chhnang
