id,timestamp,amount,customer_id,transaction_city
1,1654214400000,9516,359,Tukhlya
2,1654214400000,7301,40,Dingli
3,1654214400000,4285,880,Novaya Mayna
4,1654214400000,3040,634,
5,1654214400000,9066,40,
6,1654214400000,9198,446,Gaojingzhuang
7,1654214400000,5725,257,
8,1654214400000,2268,227,Jargalant
9,1654214400000,8445,705,Az Zawr
10,1654214400000,5599,137,
11,1654214400000,2044,157,Tvøroyri
12,1654214400000,7594,426,
13,1654214400000,2134,422,Ban Takhun
14,1654214400000,6237,233,Magang
15,1654214400000,1663,87,Trondheim
16,1654214400000,7948,605,Suchy Dąb
17,1654214400000,1176,837,Huping
18,1654214400000,7819,667,Igbor
19,1654214400000,9114,794,Novo Aripuanã
20,1654214400000,1383,951,Fengle
21,1654214400000,3738,852,Richmond
22,1654214400000,5829,234,Jatirejo
23,1654214400000,5291,710,Ranong
24,1654214400000,5647,435,Ljungskile
25,1654214400000,3388,742,Lamalera
26,1654214400000,6360,487,
27,1654214400000,3317,363,Provo
28,1654214400000,9953,269,Gračac
29,1654214400000,6383,679,
30,1654214400000,4507,971,
31,1654214400000,8138,45,Alta
32,1654214400000,6992,259,
33,1654214400000,5217,620,
34,1654214400000,7521,224,Parumasan
35,1654214400000,5460,430,Kinéta
36,1654214400000,6544,759,Siwalan
37,1654214400000,2085,923,Dūst Moḩammad Khān
38,1654214400000,2199,159,
39,1654214400000,2553,959,Melville
40,1654214400000,6250,58,Tracal
41,1654214400000,8147,766,Makale
42,1654214400000,6122,334,Gwanda
43,1654214400000,5816,558,Kuryłówka
44,1654214400000,5244,624,Stockholm
45,1654214400000,1000,802,Svislach
46,1654214400000,4759,774,Xiaozhen
47,1654214400000,3339,59,Queluz de Baixo
48,1654214400000,5845,128,Thị Trấn Thất Khê
49,1654214400000,6445,803,Kvasiny
50,1654214400000,6184,417,
51,1654214400000,3185,736,Yakimovo
52,1654214400000,3698,274,Golomunta
53,1654214400000,6555,176,Batsari
54,1654214400000,4219,301,Kranggan
55,1654214400000,2217,845,Sundsvall
56,1654214400000,3590,351,
57,1654214400000,9779,375,Abricots
58,1654214400000,8994,14,Jinzhou
59,1654214400000,5184,76,Psebay
60,1654214400000,4955,699,Krajan Sidodadi
61,1654214400000,2871,177,Newala Kisimani
62,1654214400000,5049,597,Manjakandriana
63,1654214400000,3705,943,Tiron
64,1654214400000,1809,140,Gedian
65,1654214400000,6591,657,Xingfu
66,1654214400000,2393,364,Sobral da Adiça
67,1654214400000,5099,926,
68,1654214400000,3049,79,Ruukki
69,1654214400000,4161,384,Janja
70,1654214400000,3797,607,
71,1654214400000,1851,50,Chenfangji
72,1654214400000,3066,37,Kuta
73,1654214400000,7634,858,Dolega District
74,1654214400000,1337,41,Zarzis
75,1654214400000,6197,976,San Jose
76,1654214400000,3682,291,
77,1654214400000,4741,418,Carolina
78,1654214400000,1473,1,
79,1654214400000,4746,659,Chincha Baja
80,1654214400000,1802,416,
81,1654214400000,9340,493,Pittsburgh
82,1654214400000,9858,712,Longsheng
83,1654214400000,2407,524,
84,1654214400000,1164,128,Hafnarfjörður
85,1654214400000,8484,847,Xianren
86,1654214400000,8706,791,Zheleznogorsk
87,1654214400000,9413,770,
88,1654214400000,8670,106,Oele
89,1654214400000,1701,731,Stobreč
90,1654214400000,9297,110,
91,1654214400000,4988,930,Chuzhou
92,1654214400000,6072,656,Foz Giraldo
93,1654214400000,8298,843,Strání
94,1654214400000,3649,91,Kumla
95,1654214400000,5643,579,Kristianstad
96,1654214400000,6896,276,Suita
97,1654214400000,6749,841,
98,1654214400000,5718,221,Wajir
99,1654214400000,8525,393,Lozova
100,1654214400000,1801,834,Villaba
101,1654214400000,9349,600,Carcassonne
102,1654214400000,3802,475,
103,1654214400000,6329,562,Aracaju
104,1654214400000,6226,241,Itaituba
105,1654214400000,8361,416,
106,1654214400000,4216,88,Suzhou
107,1654214400000,1447,574,Příšovice
108,1654214400000,9808,205,Baltiysk
109,1654214400000,7103,847,Palhoça
110,1654214400000,2739,415,
111,1654214400000,9530,807,Goúrnes
112,1654214400000,8871,178,Orzech
113,1654214400000,5967,810,Acajutla
114,1654214400000,1381,776,Paris La Défense
115,1654214400000,7877,666,Ouijjane
116,1654214400000,4228,587,
117,1654214400000,6875,216,Sotíra
118,1654214400000,1691,617,Youghal
119,1654214400000,9117,837,Bilian
120,1654214400000,6402,761,Hongmei
121,1654214400000,5851,517,Yangyu
122,1654214400000,1708,140,Momignies
123,1654214400000,7454,749,Zarechnyy
124,1654214400000,9550,402,
125,1654214400000,6067,228,Abomsa
126,1654214400000,9206,896,Chaguaramas
127,1654214400000,4557,884,
128,1654214400000,8164,767,Guaranésia
129,1654214400000,8519,182,Lewoluo
130,1654214400000,7497,428,Al Qārah
131,1654214400000,4239,49,Cabimas
132,1654214400000,4266,290,Pélla
133,1654214400000,1425,99,Camilaca
134,1654214400000,3144,77,Bandarbeyla
135,1654214400000,3174,925,Ordzhonikidzevskaya
136,1654214400000,7784,545,Rosa Zarate
137,1654214400000,1214,403,Guangshun
138,1654214400000,1688,55,Kovači
139,1654214400000,9505,652,Kuznetsovs’k
140,1654214400000,6907,849,Reims
141,1654214400000,6417,681,Khiwa
142,1654214400000,5004,268,Garanhuns
143,1654214400000,7727,203,Néa Kíos
144,1654214400000,5462,849,San Ramón
145,1654214400000,8744,802,
146,1654214400000,5387,220,La Esperanza
147,1654214400000,9687,366,Bweyogerere
148,1654214400000,1121,39,
149,1654214400000,6193,619,
150,1654214400000,8268,343,Talata Mafara
151,1654214400000,4925,426,Kandhkot
152,1654214400000,6565,11,Yayao
153,1654214400000,8992,724,Noebana
154,1654214400000,5553,854,Gensi
155,1654214400000,8160,856,
156,1654214400000,6991,204,Dairiti
157,1654214400000,3982,968,San Sebastian
158,1654214400000,1093,293,
159,1654214400000,8468,768,
160,1654214400000,9396,923,Zhukovo
161,1654214400000,2003,870,Huachos
162,1654214400000,1683,464,Leninogorsk
163,1654214400000,4627,657,Kertosari
164,1654214400000,5902,512,
165,1654214400000,2120,346,Dehī
166,1654214400000,1530,90,Lingda
167,1654214400000,5971,630,Dzhetygara
168,1654214400000,7291,667,Rialma
169,1654214400000,1784,905,Waturoka
170,1654214400000,3042,722,Piuí
171,1654214400000,1855,529,
172,1654214400000,9173,210,Kagadi
173,1654214400000,9171,68,Cockburn Town
174,1654214400000,6782,467,Xintai
175,1654214400000,6184,468,
176,1654214400000,5671,371,Pacajus
177,1654214400000,5268,77,Bieliny
178,1654214400000,5005,769,Guaíba
179,1654214400000,7511,5,Anjie
180,1654214400000,5331,397,
181,1654214400000,9447,442,Novozavidovskiy
182,1654214400000,4879,650,Kotor
183,1654214400000,9963,703,
184,1654214400000,4311,518,Yangchun
185,1654214400000,8812,843,
186,1654214400000,3842,89,Vesoul
187,1654214400000,2710,165,
188,1654214400000,6537,934,Ovsyanka
189,1654214400000,4108,130,Leganes
190,1654214400000,8874,784,Chrysó
191,1654214400000,1024,951,Wanfang
192,1654214400000,3384,573,Tsingoni
193,1654214400000,2593,481,Krajan Dukuhseti
194,1654214400000,8459,721,Ouzini
195,1654214400000,5312,712,Padangguci
196,1654214400000,9279,918,Xiaoqi
197,1654214400000,5300,199,Shajing
198,1654214400000,6211,102,Cha-am
199,1654214400000,5896,225,Biltine
200,1654214400000,7629,94,
201,1654214400000,1234,22,Bahay Pare
202,1654214400000,9607,170,Boldumsaz
203,1654214400000,9212,798,Rybczewice
204,1654214400000,7904,747,Mendi
205,1654214400000,6818,791,Xinba
206,1654214400000,3287,757,Crespo
207,1654214400000,9333,384,Caen
208,1654214400000,9701,731,Irving
209,1654214400000,5108,365,Östersund
210,1654214400000,9453,398,Cete
211,1654214400000,7740,285,San Diego
212,1654214400000,6248,569,Mao
213,1654214400000,3158,951,Nyaungdon
214,1654214400000,1089,747,Granada
215,1654214400000,1692,695,
216,1654214400000,3477,864,
217,1654214400000,3571,350,Pradera
218,1654214400000,2449,720,
219,1654214400000,4462,559,
220,1654214400000,2833,325,
221,1654214400000,8942,623,
222,1654214400000,2448,637,
223,1654214400000,2831,773,Tashkent
224,1654214400000,3141,804,Järna
225,1654214400000,7494,397,
226,1654214400000,9042,232,Imari
227,1654214400000,3039,983,Cendagah
228,1654214400000,4177,446,Ukata
229,1654214400000,3678,973,Sepanjang
230,1654214400000,1186,466,Tauranga
231,1654214400000,1145,605,Tyringe
232,1654214400000,2738,736,Ngreco
233,1654214400000,4666,433,Datong
234,1654214400000,4365,71,
235,1654214400000,3706,678,Zmijavci
236,1654214400000,2679,174,Anuling
237,1654214400000,9658,560,Tshikapa
238,1654214400000,6313,587,Sājir
239,1654214400000,2894,950,Domaniewice
240,1654214400000,5687,170,
241,1654214400000,9740,906,Jiangkou
242,1654214400000,2460,53,Czemierniki
243,1654214400000,9781,493,Bay Roberts
244,1654214400000,5231,786,Tortosa
245,1654214400000,1152,708,Katabu
246,1654214400000,7603,706,Jagistay
247,1654214400000,7373,9,Mantampay
248,1654214400000,9034,955,Bintulu
249,1654214400000,9851,60,Mocoa
250,1654214400000,7545,7,Tygda
251,1654214400000,4967,109,Kitango
252,1654214400000,9809,819,Kafr ad Dīk
253,1654214400000,3583,272,Isdalstø
254,1654214400000,3401,539,
255,1654214400000,5226,698,Curitiba
256,1654214400000,8397,500,Taibai
257,1654214400000,9836,710,Varna
258,1654214400000,6639,415,Cisagu
259,1654214400000,8453,537,Wushan
260,1654214400000,7892,874,Jaraguá
261,1654214400000,6854,731,Wierzchosławice
