id,timestamp,amount,customer_id,transaction_city
1,1654387200000,5312,547,Divo
2,1654387200000,4112,736,San Salvador
3,1654387200000,6710,770,Aragua de Barcelona
4,1654387200000,2518,669,Uurainen
5,1654387200000,8469,172,Shalya
6,1654387200000,3213,32,Vitry-sur-Seine
7,1654387200000,5878,25,Verkhoshizhem’ye
8,1654387200000,6708,323,León
9,1654387200000,8636,35,Burgos
10,1654387200000,1565,232,Chunxi
11,1654387200000,9681,156,Tegalheras
12,1654387200000,6412,72,
13,1654387200000,5621,747,
14,1654387200000,1477,388,Ugbokpo
15,1654387200000,9438,336,Colorado Springs
16,1654387200000,9415,911,Jiuguan
17,1654387200000,7117,454,Pazarić
18,1654387200000,2792,256,Lishu
19,1654387200000,8446,107,Temblador
20,1654387200000,7208,732,New York City
21,1654387200000,1044,401,Changma
22,1654387200000,2802,848,
23,1654387200000,6376,594,Cazin
24,1654387200000,6931,594,Chornyanka
25,1654387200000,5571,835,
26,1654387200000,5034,838,Sawahan
27,1654387200000,8088,774,El Quetzal
28,1654387200000,5369,430,
29,1654387200000,1902,344,Gaoqiaolou
30,1654387200000,8874,175,Horodnya
31,1654387200000,9479,510,
32,1654387200000,7200,247,
33,1654387200000,2368,418,Quelimane
34,1654387200000,6753,153,Ocaña
35,1654387200000,5378,357,Shuishi
36,1654387200000,4065,917,Vrilissia
37,1654387200000,4012,848,Nanjia
38,1654387200000,8677,201,Krasne
39,1654387200000,5241,714,Dalakovo
40,1654387200000,5691,872,Pobé
41,1654387200000,1106,275,Subrag
42,1654387200000,1669,210,
43,1654387200000,2673,237,Sanzhang
44,1654387200000,1318,239,
45,1654387200000,6858,469,
46,1654387200000,5385,130,Chilly-Mazarin
47,1654387200000,6132,608,Viesīte
48,1654387200000,3790,480,Zābolī
49,1654387200000,7024,898,Ndibène Dahra
50,1654387200000,3089,946,
51,1654387200000,5632,176,Leipzig
52,1654387200000,8297,375,Xingpinglu
53,1654387200000,3343,469,Xiumei
54,1654387200000,9087,121,Quanling
55,1654387200000,4762,14,Kargasok
56,1654387200000,3205,591,Russeifa
57,1654387200000,3372,407,Shejiang
58,1654387200000,1083,131,
59,1654387200000,2408,306,Ílion
60,1654387200000,7818,556,
61,1654387200000,1985,429,Marneuli
62,1654387200000,5404,38,Troitskiy
63,1654387200000,5018,171,Shuikou
64,1654387200000,3895,938,
65,1654387200000,1530,927,Kameyama
66,1654387200000,2007,705,Malambo
67,1654387200000,2956,787,San Miguel
68,1654387200000,8965,529,Dikhil
69,1654387200000,7669,918,Beichengqu
70,1654387200000,5380,67,Chaoyang
71,1654387200000,9057,334,Tirat Karmel
72,1654387200000,4094,521,Libuganon
73,1654387200000,9095,574,Monastyrshchina
74,1654387200000,6123,982,Piraí
75,1654387200000,1158,518,Oytal
76,1654387200000,9222,630,Boji
77,1654387200000,3505,317,
78,1654387200000,9784,325,Xiangcunxiang
79,1654387200000,7184,107,Tottori
80,1654387200000,3048,964,Riangbao
81,1654387200000,4771,994,Wenwuba
82,1654387200000,1972,378,Tantou
83,1654387200000,5773,720,
84,1654387200000,6754,200,Waterloo
85,1654387200000,3401,93,Korçë
86,1654387200000,5419,801,
87,1654387200000,5600,509,Heqing
88,1654387200000,2213,952,Rouen
89,1654387200000,1430,908,Nàng Mau
90,1654387200000,6435,821,
91,1654387200000,3996,668,Hendaye
92,1654387200000,3294,664,Chiconi
93,1654387200000,4347,194,Zhangjiaji
94,1654387200000,8671,387,Kampene
95,1654387200000,4266,539,Los Angeles
96,1654387200000,1751,440,Viana
97,1654387200000,9146,521,
98,1654387200000,2344,499,Mundolsheim
99,1654387200000,8767,983,
