id,timestamp,amount,customer_id,transaction_city
1,1654128000000,8788,294,Chiang Khan
2,1654128000000,4389,405,Kokopo
3,1654128000000,1490,34,Göteborg
4,1654128000000,6595,747,Espírito Santo do Pinhal
5,1654128000000,6702,31,Mistrató
6,1654128000000,9180,603,Bungalaleng
7,1654128000000,2552,960,Strizhi
8,1654128000000,2255,912,Cibebek
9,1654128000000,2099,658,Tambakbaya
10,1654128000000,8211,410,Aseri
11,1654128000000,2427,72,Sasolburg
12,1654128000000,2341,421,Chengshan
13,1654128000000,5775,680,
14,1654128000000,7424,406,Kubachi
15,1654128000000,3987,637,Gafanha da Encarnação
16,1654128000000,8362,23,Bilaran
17,1654128000000,5154,358,
18,1654128000000,6781,542,
19,1654128000000,8432,671,Maliang
20,1654128000000,7457,173,Yamaguchi-shi
21,1654128000000,3907,622,Xazgat
22,1654128000000,5271,472,
23,1654128000000,6990,195,Slovenska Bistrica
24,1654128000000,6954,874,Estelí
25,1654128000000,5067,237,Siquanpu
26,1654128000000,1208,947,Cergy-Pontoise
27,1654128000000,9704,810,Eskilstuna
28,1654128000000,4970,11,Kafr Baţnā
29,1654128000000,3956,6,Rehnān
30,1654128000000,9658,240,Zachepylivka
31,1654128000000,8242,140,Lethbridge
32,1654128000000,1502,984,Kuching
33,1654128000000,6169,99,Maliang
34,1654128000000,1316,140,
35,1654128000000,2474,475,Matozinhos
36,1654128000000,8451,387,Ajdabiya
37,1654128000000,6806,152,Chak
38,1654128000000,7344,116,Kętrzyn
39,1654128000000,1881,655,Dongping
40,1654128000000,2186,739,Frydek
41,1654128000000,5885,256,
42,1654128000000,8533,308,Malaga
43,1654128000000,9368,843,Grodzisk Mazowiecki
44,1654128000000,8290,998,Kramat
45,1654128000000,4829,359,Taketoyo
46,1654128000000,6160,925,Kyzyl-Kyya
47,1654128000000,5987,791,Abejorral
48,1654128000000,7373,862,Fuxing
49,1654128000000,1801,154,Kostrovo
50,1654128000000,7886,227,Werinama
51,1654128000000,5976,967,
52,1654128000000,5915,678,Martil
53,1654128000000,1502,283,Tamberías
54,1654128000000,9245,440,
55,1654128000000,9021,131,Bera
56,1654128000000,3505,965,
57,1654128000000,7481,280,Limbuhan
58,1654128000000,5276,618,Flandes
59,1654128000000,5759,972,Hamilton
60,1654128000000,6531,420,Yongdeng Chengguanzhen
61,1654128000000,2641,445,Senekal
62,1654128000000,5644,67,Gò Dầu
63,1654128000000,4792,177,Bassila
64,1654128000000,2984,873,Fershampenuaz
65,1654128000000,2867,43,
66,1654128000000,8816,63,
67,1654128000000,1256,502,Babakan
68,1654128000000,1830,509,
69,1654128000000,7644,420,Langkou
70,1654128000000,1052,675,Nowy Staw
71,1654128000000,4637,795,Otjiwarongo
72,1654128000000,8490,663,Niba
73,1654128000000,3061,707,Sidomulyo
74,1654128000000,4435,703,
75,1654128000000,3814,376,
76,1654128000000,4592,52,Dallas
77,1654128000000,9701,421,
78,1654128000000,3272,310,Mortka
79,1654128000000,6915,537,Baizhifang
80,1654128000000,9285,138,Hongling
81,1654128000000,2776,764,Heshui
82,1654128000000,3306,610,Yunmenling
83,1654128000000,6322,738,Tegalagung
84,1654128000000,9133,519,Osa
85,1654128000000,5857,873,Xianshui
86,1654128000000,8091,951,Huangrangping
87,1654128000000,2853,942,Dimbokro
88,1654128000000,8141,305,
89,1654128000000,1686,227,
90,1654128000000,8324,8,Changning
91,1654128000000,5730,952,
92,1654128000000,4076,497,Xomong
93,1654128000000,3401,544,Marseille
94,1654128000000,7958,544,Gontar
95,1654128000000,3883,569,Narsingdi
96,1654128000000,2014,944,São Torcato
97,1654128000000,1100,961,Gorzów Śląski
98,1654128000000,5454,875,Matam
99,1654128000000,2980,144,
100,1654128000000,4724,268,Shaoguan
101,1654128000000,6048,906,Har Nur
102,1654128000000,2934,253,Danville
103,1654128000000,5035,521,
104,1654128000000,9416,333,Radenković
105,1654128000000,9122,768,Roissy Charles-de-Gaulle
106,1654128000000,9795,438,Idfu
107,1654128000000,2381,873,Leninsk
108,1654128000000,4390,476,Maraã
109,1654128000000,1249,194,Zhangping
110,1654128000000,7771,776,
111,1654128000000,6033,491,Nowa Góra
112,1654128000000,2744,85,Piñas
113,1654128000000,8494,976,Nanzhao
114,1654128000000,2751,744,
115,1654128000000,6028,172,Zhirnovsk
116,1654128000000,9449,530,Karátoulas
117,1654128000000,2823,498,‘Amrān
118,1654128000000,6612,910,Challhuahuacho
119,1654128000000,3878,210,
120,1654128000000,8459,919,Köping
121,1654128000000,2067,265,Mpulungu
122,1654128000000,3510,6,Tournai
123,1654128000000,7320,634,Nancheng
124,1654128000000,1125,711,
125,1654128000000,4198,815,Zbiroh
126,1654128000000,9561,735,Cubatão
127,1654128000000,5225,344,
128,1654128000000,8139,552,
129,1654128000000,7520,808,Changkeng
130,1654128000000,8496,277,Tubungan
131,1654128000000,2529,833,Kairouan
132,1654128000000,5458,440,Ayang-ni
133,1654128000000,1778,65,Frederiksberg
134,1654128000000,1672,855,
135,1654128000000,6482,7,Nakuru
136,1654128000000,6969,834,
137,1654128000000,8911,340,Kolo
138,1654128000000,1742,669,Podgorenskiy
139,1654128000000,8352,636,
140,1654128000000,1267,855,Cimaragas
141,1654128000000,1932,707,Huliao
142,1654128000000,2381,291,Bailianhe
143,1654128000000,9703,659,
144,1654128000000,3121,825,
145,1654128000000,2518,608,Katiola
146,1654128000000,3489,228,Babakanbandung
147,1654128000000,4082,401,Sarāqib
148,1654128000000,3105,292,
149,1654128000000,8646,206,
